sitename,workbookname,projectname,datasourcename,count
INNOVATION,NAICS Analysis,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,BSL Workbook,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,NVP Control Book,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Snapshot Views,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,SHOP17-Headcount Analytics,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Tech-Channel Control Book PROD V 1.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Achievment SVP CB V1.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Pipeline Health V1.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Headcount Analysis,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,TAM Visual Map,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - Channel Open Deals & Pipeline,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,KPI Tracker,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - VC-PE Weekly Control Book V 1.0 ,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,NVP Control Book - Territory Based,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Recruiting Conversion Rates,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Territory Manual Adjustment,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,FP&A Weekly Pipeline Summary,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - VC-PE Weekly Control Book V 1.1 ,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Forecast Commit Drilldown,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,RFP Analysis by Vertical (Working),Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Productivity - 2017,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,FM and RFP Activity data by Split,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Pipeline Slicer,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,TAM Analysis - Dynamic,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Forecast Summary vs. Splits,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,TAM views for Strategy Deck,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Lead Source Attribution,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Stage Conversion Views,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Proposals This Quarter,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Split Workbook (working),Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Activity Dashboard -  FMC RFP HC (Ramped Rep),Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,YoY by NAICS,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,000 - Blank Template Workbook,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Pipeline Health V2.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Quota Achievement,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - VC-PE Weekly Control Book V 1.1,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,001 - Initial Data Views and Joins,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,NAICS Analysis,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,BSL Workbook,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,NVP Control Book,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Snapshot Views,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,SHOP17-Headcount Analytics,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Tech-Channel Control Book PROD V 1.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Achievment SVP CB V1.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Pipeline Health V1.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Headcount Analysis,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,TAM Visual Map,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - Channel Open Deals & Pipeline,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,KPI Tracker,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - VC-PE Weekly Control Book V 1.0 ,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,NVP Control Book - Territory Based,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Recruiting Conversion Rates,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Territory Manual Adjustment,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,FP&A Weekly Pipeline Summary,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - VC-PE Weekly Control Book V 1.1 ,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Forecast Commit Drilldown,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,RFP Analysis by Vertical (Working),Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Productivity - 2017,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,FM and RFP Activity data by Split,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Pipeline Slicer,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,TAM Analysis - Dynamic,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Forecast Summary vs. Splits,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,TAM views for Strategy Deck,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Lead Source Attribution,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Stage Conversion Views,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Proposals This Quarter,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Split Workbook (working),Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Activity Dashboard -  FMC RFP HC (Ramped Rep),Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,YoY by NAICS,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,000 - Blank Template Workbook,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Pipeline Health V2.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Quota Achievement,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - VC-PE Weekly Control Book V 1.1,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,001 - Initial Data Views and Joins,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,NAICS Analysis,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,BSL Workbook,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,NVP Control Book,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Snapshot Views,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,SHOP17-Headcount Analytics,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Tech-Channel Control Book PROD V 1.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Achievment SVP CB V1.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Pipeline Health V1.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Headcount Analysis,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,TAM Visual Map,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - Channel Open Deals & Pipeline,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,KPI Tracker,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - VC-PE Weekly Control Book V 1.0 ,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,NVP Control Book - Territory Based,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Recruiting Conversion Rates,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Territory Manual Adjustment,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,FP&A Weekly Pipeline Summary,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - VC-PE Weekly Control Book V 1.1 ,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Forecast Commit Drilldown,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,RFP Analysis by Vertical (Working),Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Productivity - 2017,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,FM and RFP Activity data by Split,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Pipeline Slicer,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,TAM Analysis - Dynamic,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Forecast Summary vs. Splits,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,TAM views for Strategy Deck,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Lead Source Attribution,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Stage Conversion Views,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Proposals This Quarter,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Split Workbook (working),Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Activity Dashboard -  FMC RFP HC (Ramped Rep),Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,YoY by NAICS,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,000 - Blank Template Workbook,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Pipeline Health V2.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Quota Achievement,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - VC-PE Weekly Control Book V 1.1,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,001 - Initial Data Views and Joins,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,NAICS Analysis,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,BSL Workbook,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,NVP Control Book,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Snapshot Views,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,SHOP17-Headcount Analytics,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Tech-Channel Control Book PROD V 1.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Achievment SVP CB V1.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Pipeline Health V1.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Headcount Analysis,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,TAM Visual Map,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - Channel Open Deals & Pipeline,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,KPI Tracker,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - VC-PE Weekly Control Book V 1.0 ,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,NVP Control Book - Territory Based,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Recruiting Conversion Rates,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Territory Manual Adjustment,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,FP&A Weekly Pipeline Summary,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - VC-PE Weekly Control Book V 1.1 ,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Forecast Commit Drilldown,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,RFP Analysis by Vertical (Working),Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Productivity - 2017,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,FM and RFP Activity data by Split,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Pipeline Slicer,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,TAM Analysis - Dynamic,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Forecast Summary vs. Splits,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,TAM views for Strategy Deck,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Lead Source Attribution,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Stage Conversion Views,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Proposals This Quarter,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Split Workbook (working),Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Activity Dashboard -  FMC RFP HC (Ramped Rep),Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,YoY by NAICS,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,000 - Blank Template Workbook,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Pipeline Health V2.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Quota Achievement,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - VC-PE Weekly Control Book V 1.1,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,001 - Initial Data Views and Joins,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,NAICS Analysis,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,BSL Workbook,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,NVP Control Book,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Snapshot Views,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,SHOP17-Headcount Analytics,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Tech-Channel Control Book PROD V 1.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Achievment SVP CB V1.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Pipeline Health V1.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Headcount Analysis,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,TAM Visual Map,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - Channel Open Deals & Pipeline,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,KPI Tracker,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - VC-PE Weekly Control Book V 1.0 ,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,NVP Control Book - Territory Based,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Recruiting Conversion Rates,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Territory Manual Adjustment,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,FP&A Weekly Pipeline Summary,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - VC-PE Weekly Control Book V 1.1 ,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Forecast Commit Drilldown,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,RFP Analysis by Vertical (Working),Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Productivity - 2017,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,FM and RFP Activity data by Split,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Pipeline Slicer,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,TAM Analysis - Dynamic,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Forecast Summary vs. Splits,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,TAM views for Strategy Deck,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Lead Source Attribution,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Stage Conversion Views,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Proposals This Quarter,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Split Workbook (working),Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Activity Dashboard -  FMC RFP HC (Ramped Rep),Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,YoY by NAICS,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,000 - Blank Template Workbook,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Pipeline Health V2.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Quota Achievement,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - VC-PE Weekly Control Book V 1.1,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,001 - Initial Data Views and Joins,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,NAICS Analysis,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,BSL Workbook,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,NVP Control Book,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Snapshot Views,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,SHOP17-Headcount Analytics,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Tech-Channel Control Book PROD V 1.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Achievment SVP CB V1.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Pipeline Health V1.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Headcount Analysis,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,TAM Visual Map,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - Channel Open Deals & Pipeline,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,KPI Tracker,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - VC-PE Weekly Control Book V 1.0 ,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,NVP Control Book - Territory Based,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Recruiting Conversion Rates,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Territory Manual Adjustment,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,FP&A Weekly Pipeline Summary,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - VC-PE Weekly Control Book V 1.1 ,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Forecast Commit Drilldown,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,RFP Analysis by Vertical (Working),Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Productivity - 2017,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,FM and RFP Activity data by Split,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Pipeline Slicer,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,TAM Analysis - Dynamic,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Forecast Summary vs. Splits,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,TAM views for Strategy Deck,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Lead Source Attribution,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Stage Conversion Views,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Proposals This Quarter,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Split Workbook (working),Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Activity Dashboard -  FMC RFP HC (Ramped Rep),Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,YoY by NAICS,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,000 - Blank Template Workbook,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Pipeline Health V2.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Quota Achievement,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - VC-PE Weekly Control Book V 1.1,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,001 - Initial Data Views and Joins,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,NAICS Analysis,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,BSL Workbook,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,NVP Control Book,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Snapshot Views,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,SHOP17-Headcount Analytics,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Tech-Channel Control Book PROD V 1.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Achievment SVP CB V1.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Pipeline Health V1.0,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Headcount Analysis,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,TAM Visual Map,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - Channel Open Deals & Pipeline,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,KPI Tracker,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - VC-PE Weekly Control Book V 1.0 ,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,NVP Control Book - Territory Based,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Recruiting Conversion Rates,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Territory Manual Adjustment,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,FP&A Weekly Pipeline Summary,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Test - VC-PE Weekly Control Book V 1.1 ,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Forecast Commit Drilldown,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,RFP Analysis by Vertical (Working),Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Productivity - 2017,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,FM and RFP Activity data by Split,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Pipeline Slicer,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,TAM Analysis - Dynamic,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,Forecast Summary vs. Splits,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
INNOVATION,TAM views for Strategy Deck,Sales Ops & Provision,2014 MSA 6-Digit NAICS SUSB Extract,
